N,comment,Year,hour_z_time,an,Language
1296,Beautiful wife????&#39;,2022-01-31,21,P,en
1297,TG you&#39;re not president anymore.......,2022-01-31,21,O,ca
1298,my god such a wonderful speech but we can feel the emotional and sadness he feels deep inside that he had to leave after 8 years   a wonderful man and a wonderful speech,2022-01-31,14,P,en
1299,Got to be skeptical of someone who commends the media for their honesty,2022-01-31,06,N,en
1300,Jest presenf hurekenyan to corche his friend rali onding,2022-01-30,18,O,en
1301,Comander in chief of corching help like kenys,2022-01-30,18,O,en
1302,46 presendent of american and 4presend normintion to 5th presend of kenys,2022-01-30,18,O,en
1303,I got a story that can prove that I was set up by a Major Refrigeration Company and the employees planned to get me caught with a firearm. I&#39;m facing 2 counts of Terrorist Act To Conduct A Mass Shooting. Maybe we can talk off the record. So that you can hear my side. I called Help Me Howard but I guess he hasn&#39;t heard my messages yet. I&#39;ve called and emailed him multiple times. I just want to tell my story. This guy broke the chain of command to fire me because of something his friend or relative said and then planned to get me caught with a firearm. Hear me out.. Maybe this story could be worth something.. The FBI was contacted.,2022-01-30,08,P,en
1304,You are the best of all we all miss you,2022-01-29,19,P,en
1305,So relaxing to listen to an intelligent person...,2022-01-29,18,P,en
1306,now THAT&#39;s how you unify the nation.,2022-01-29,03,O,en
1307,I really wish I could see this side of politicians,2022-01-29,02,P,en
1308,He&#39;s a good actor. Fake af.,2022-01-28,14,P,en
1309,It&#39;s interesting to look at this funny puppet of good old time of western imperialism now when it&#39;s time has gone.,2022-01-28,14,P,en
1310,"President Obama is so gracious and honorable.<br><br>There is so much spinning and wrongful handling of African Americans and African descent in  general and the Majority is coming from the Pope and the Vatican.<br><br>Perhaps if they stop self sabotaging their life with sexual restrictions there would be peace on earth and less unexpressed urges misdirected as Violance.<br><br>That is the sole source of the aggressive tendencies and malice&#39;s, well that plus no wife to keep you on your toes 24/7.<br><br>2,000 years ago they identify that but decided to &quot; Temporarily&quot; dedicate their life for the teaching and spread of Christianity.<br><br>Now a days there is no need for long traveling everything is being communicated via the Internet.<br>Still the Church is choosing to follow on sacrifices that they can not uphold.<br><br>It is a great wish from the divine to have those ideas retire and build a life .",2022-01-28,09,P,en
1311,"huge pimple on his face,looks scary and disgusting",2022-01-28,02,N,en
1312,Obama was a good president,2022-01-27,18,P,en
1313,Darren major,2022-01-27,04,P,sv
1314,What a god awful president,2022-01-27,01,N,en
1315,DT couldn&#39;t do better so he didn&#39;t.,2022-01-26,21,P,en
1316,Very Very funny.,2022-01-26,21,P,en
1317,what a great comedian he was. RIP young morgan freeman,2022-01-26,09,P,en
1318,"Barack Hussein Obama....God , I can&#39;t seem to get past those names , was and is a coward and will forever be remembered as bending over for our enemies !!!",2022-01-26,08,N,en
1319,If only ....America then we had a LEADER of FREE WORLD.GREAT SPEECH..,2022-01-25,22,P,en
1320,&quot;And this one is from 2 weeks ago&quot;,2022-01-25,21,O,en
1321,I remember those good old days. Too bad Biden doesn&#39;t.,2022-01-25,02,P,en
1322,"Noticed that the other videos of this type were funny without debasing their opponents, and making fun of themselves. This one seems intent on debasing the opponents. Leaves me kind of disappointed..........",2022-01-25,01,P,en
1323,"I miss this man.   Witty, intelligence and charisma all rolled in one.",2022-01-24,21,P,en
1324,Here&#39;s the man that sent  America back 200 years it will take a century to move forward. Or three terms for Donald Trump,2022-01-24,19,O,en
1325,Hello,2022-01-24,17,O,fi
1326,He is so very condescending and racist,2022-01-24,17,P,en
1327,And my opinion president Obama is the greatest president that has ever been elected in this country because I believe that he cares for all of the people of America and that his sincere intentions where to make the world a better place I don&#39;t believe any president that has ever been elected before him cared for all of the people of America they only cared for white people and history of this country has proven that beyond the shadow of a down he is the one and only this president that has ever been elected in this country President Barack Hussein Obama now that&#39;s the truth I like it or not,2022-01-24,16,P,en
1328,Goodbye Mr President on your last dinner,2022-01-24,15,O,en
1329,You are my hero ❤,2022-01-24,15,O,en
1330,To the one that is so sleek and classy with that confidence you have left behind my love 💓,2022-01-24,15,P,en
1331,Sexy and what a hot president and I will never forget him ❤,2022-01-24,15,P,en
1332,No saben nada de los Obamas y los Andrea Rodríguez Rivera Martinez Johnson Espinoza hermano y hermana Mormónes No Repúblicanos Solamente El Señor Barack H Obama y La Señora Michelle Obama y Las 2 NIÑAS MELIA Y SASHA OBAMA Caras de Vergas,2022-01-24,02,O,es
1333,Él Señor Barack H Obama estába preocupado y con mucho miedo de Manuel y Clara@ tal vez esté es mi último vez k me mira ..nope Él Señor Barack H Obama Cumplió los que Dios Nuestro Padre Celestial Díos quería y lo que Manuel y Clara Covid 19 quiera si tu hacé todo ésto para los 2 Manuel y Clara Covid 19 Internacional Immgrate Hermano y Hermana sellados en la iglesia Santos últimos días siempre vas a tienen jale para nuestros cuando Mataron a Mí Hermano Manuel Ángel Andrea Rodríguez Rivera Martinez Johnson Espinoza US Disabled Honorable ARMY DISABLED HONORABLE DISCHARGED VETERANO SOLIDER GOBRIENO SEALED TO MR BARACK H OBAMA Y LA SEÑORA MICHELLE OBAMA Y LAS 2 NIÑAS MELIA Y SASHA OBAMA y los dos perros vinos.que compró El Señor Barack H Obama y La Señora Michelle Obama Eran solamente los 2 perros dé la familia Obama Bo y Sonny,2022-01-24,02,N,es
1334,Definitely the best president in the history of the USA.,2022-01-23,17,P,en
1335,"We&#39;ve all heard of someone setting a high bar, well, Obama set an impossible bar! (for any President)",2022-01-23,20,N,en
1336,It true as direct point de true,2022-01-23,01,P,fr
1337,He’s so handsome,2022-01-23,00,P,en
1338,Delivery. That can&#39;t be taught.,2022-01-22,18,O,en
1339,narcissism narcissism narcissism narcissism narcissism narcissism narcissism narcissism narcissism  cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer  er cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer cancer<br>Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Disease disease Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Subconscious Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Emotions Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Dino Brain Fight or Flight Fight or Flight Fight or Flight Brain Fight or Flight Fight or Flight Fight or Flight Flight Brain Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fight or Flight Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear  Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Fear Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Posioned Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Arsenic Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water<br>Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium<br>Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine Iodine,2022-01-22,16,O,en
